DATE,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRCT OF COLUMIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHAGIN,MISSISSIPPI,MISSOURI,MINNESOTA,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW MEXICO,NEW JERSEY,NORTH CAROLINA,NORTH DAKOTA,NEW YORK,OHIO,OKLAHOMA,OREGON,PANANPENNSYLVANIA,PUERTO RICO,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGININA,WISCONSIN,WYOMING
1/1/08,2002.6,300.2,2650.4,1191.8,15243.3,2313.6,1686.4,430.7,689,7853.2,4131.3,31.8,6.8,5868.3,2931.2,1496,1367.3,1828.9,1913.2,599.5,2562.2,3252.6,4145.8,1148.7,2757.8,2716.5,432.7,953.4,1269,639.3,834,4004.5,4108.8,356.9,8620.7,5315.7,1592,1702.6,5713,473.4,1916.5,399.6,2762.5,10479.7,1244.3,307,3722.2,2951.2,716.2,2818.9,287.3
2/1/08,2012.3,306,2673.3,1198.9,15335.8,2330,1693.3,431.8,693.7,7909.9,4150.7,31.6,6,5875.8,2942.1,1499.8,1378.4,1829.8,1931.2,600,2573.9,3265.3,4159.1,1155.2,2771.3,2719.2,435.5,954.9,1272.8,639.1,843.3,4006.9,4128.4,359,8664.7,5324.8,1606.9,1714.2,5733.1,475.4,1927.8,401.1,2771.7,10568.7,1247.8,308.4,3732.3,2971,720,2814.6,289.2
3/1/08,2020.5,308.4,2672.3,1206.6,15388.8,2342.6,1699.2,434.9,698.3,7931.3,4151.7,31.6,5.7,5904.8,2955.8,1509.5,1390.6,1838.3,1940.2,601.7,2593.7,3280.8,4159.4,1159.3,2792.7,2726.7,439.2,961.2,1275.6,640.4,847.6,4032.7,4149.2,361.6,8704.8,5324.7,1618.2,1721.3,5761.6,477.3,1942.9,403.5,2789.9,10614.6,1253.1,306.6,3752.2,2983.5,724.1,2827.4,291
4/1/08,2025.8,312.9,2661.8,1207.1,15400.5,2348.1,1712.2,439.7,701.3,7847.6,4157.4,31.8,5.6,5961.6,2981.6,1529.5,1400.8,1852.6,1942.5,609.5,2614.2,3320.3,4173.1,1163.4,2820.4,2744.7,441.4,969.6,1280.8,643.8,848.9,4051.9,4150.3,365.9,8770.5,5383.7,1622.2,1728,5827.7,483.9,1946.6,407.1,2797,10642.1,1259,304.5,3777.6,2994.3,728.9,2855.8,291.6
5/1/08,2029.6,327.2,2655,1212.8,15437,2358.8,1720.6,441.8,702.7,7816.4,4168,31.9,5.6,6010.5,3010.2,1546.5,1407.3,1868.9,1948.2,622.9,2628.7,3347.4,4226,1162.3,2839.3,2789.4,449.8,979.8,1286.1,653,852.8,4082.9,4176,371.8,8833.9,5434.3,1632.2,1735.2,5863,489.1,1960.3,416.6,2805.3,10696.8,1256.5,308.6,3794.6,3015.5,744.4,2898,300.3
6/1/08,2028.3,341,2605.5,1209.4,15463,2378,1726.6,443.6,704.1,7675.1,4140.8,32.1,5.4,6021,2986.6,1544.6,1406.4,1861.8,1943.5,633.6,2628.8,3363.9,4244.2,1153.6,2839.1,2811.6,454,979.4,1279.4,658.4,850.2,4126.9,4157.6,371.2,8876.3,5427.7,1618,1740.1,5856.7,489.3,1953.2,420.9,2784.3,10706.8,1261.3,309,3819.8,3028.3,731.9,2919.1,307.7
7/1/08,2005.3,346.2,2563.4,1190.8,15253.4,2362.2,1692.8,439.8,720.1,7564.9,4100.7,32.6,5.3,5968.5,2930.5,1515.2,1376.6,1838.7,1922.5,632.1,2613.7,3335.7,4112.8,1130.5,2779.5,2772.5,452.4,966.6,1265,652.2,841.7,4061.2,4065.5,363,8804,5368,1603.7,1717.8,5784.5,479.1,1918.7,416.6,2758.6,10605.6,1242.7,301.7,3799.8,3013.5,727.5,2887.6,305.3
8/1/08,2007.6,345.4,2601.6,1200.2,15241.1,2368.2,1688.5,438.2,715.9,7638.9,4127.9,32.4,5.6,5970.1,2967.7,1514.7,1371.5,1849,1940.7,629.9,2608.5,3323.9,4147.8,1144.9,2791,2776.6,453.3,969.4,1260.4,652.8,846.8,4032,4133.9,364,8765.6,5371.7,1615.1,1718.6,5778.3,480.1,1919.8,420.2,2778.8,10647.6,1252.2,301.5,3793.3,3009.2,729.5,2886.3,305.1
9/1/08,2009.6,337.2,2607.5,1211.2,15268.9,2359.8,1704.2,436.3,705.2,7610.7,4103.9,32.4,5.5,5970.4,2986.5,1534.3,1396.9,1838.3,1925.4,625.7,2604.7,3336.5,4180.4,1149,2814.2,2775,450.3,972.5,1261.4,654.8,854.7,4027.3,4153.1,373.7,8779.9,5375.5,1626.9,1724.3,5820.2,484.3,1923.4,415.2,2779.3,10641.9,1261.3,309.2,3774.8,3015,736.7,2889.5,306.8
10/1/08,1999.8,319,2600.5,1204.9,15241.2,2350.7,1707.6,435.4,706,7582.2,4094,32.5,5.5,5967,2978.4,1540.7,1404.9,1835.2,1953.2,624.9,2606,3346.2,4168.8,1145.6,2811.9,2785,447.1,978.2,1252.4,653.5,852.2,4024.7,4129.2,374.9,8840.7,5370,1629.2,1724.1,5846.2,482.6,1912.5,414.7,2766.1,10697.3,1254.8,311.9,3772.8,2990.4,738.9,2889.6,304.3
11/1/08,1989.6,311.6,2596.9,1200,15182.4,2339.8,1708,435.9,706.1,7589.6,4081.3,32.7,5.6,5940.2,2956.3,1535.5,1403.8,1835.1,1960.3,617.5,2600.2,3327.2,4139.3,1143.1,2798.2,2765.6,442.5,975.9,1238,649.6,847.2,4014.8,4110.3,373.6,8836.6,5340.6,1629.1,1705.8,5823.9,479.8,1905,411.6,2758.4,10715.3,1249,307.9,3766.3,2993.2,739,2877.1,298.8
12/1/08,1983.8,309.1,2581.8,1195.9,15143.7,2339.3,1704.1,433.4,704.6,7588.7,4058.9,32.9,6.2,5898.6,2925,1525.2,1400.3,1826,1961.6,612.5,2595.6,3311.4,4092.4,1132.7,2783.1,2741.5,439.8,972,1221,648.7,842.4,4006,4087.4,372.1,8830.2,5302.5,1627,1684,5795.8,476.1,1888.8,409.7,2745,10704.1,1246.5,310.3,3758.3,2960.3,736,2854.6,297.5
1/1/09,1922.9,302.6,2498.8,1167,14689.1,2270,1640.2,416,697.9,7379.7,3953.9,32.7,6.4,5677.8,2800,1471.7,1359.5,1755.2,1912.9,584,2502.3,3187.9,3863.9,1107.9,2693.5,2651.3,419.9,944.8,1180.9,627.2,817,3870.9,3945.3,358.6,8490,5099.4,1581.1,1626,5601.5,454.4,1826.4,397.5,2647.5,10444.6,1203.3,299.1,3647,2886.1,710,2744.6,287.5
2/1/09,1918.6,307.6,2493.7,1168.4,14623.6,2260.7,1640.3,414.2,697.5,7380.2,3943.1,32.6,5.5,5660.1,2792.1,1471.9,1357,1746.8,1921,582.5,2503.3,3186.9,3882.2,1107.9,2691.1,2637.8,420,943.9,1172,624.5,818.2,3859.5,3933.7,359.8,8507.3,5084,1582.3,1620.9,5605.6,455.3,1822.4,396.9,2636.3,10433.7,1197.1,300.9,3636.2,2879.6,709.9,2731.2,285.8
3/1/09,1918.6,308.9,2485,1173,14602.2,2256.9,1634.1,415.3,697.3,7375,3929.2,32.7,5.2,5653.7,2798,1473,1357.3,1752.4,1921.2,580.1,2517.3,3183.8,3872.5,1106.7,2705,2629.3,419.7,946.3,1163.1,621.6,816.6,3864.6,3926.9,360.5,8509.3,5078.1,1585.1,1612.7,5605.3,454.8,1826.6,397.3,2634.6,10430.9,1196.1,297.3,3641.4,2871.3,714.1,2723.4,285.7
4/1/09,1918.2,313.5,2467.4,1174,14537.5,2246.9,1633,416.9,696.5,7326.9,3931.5,33.5,5.1,5670.8,2805.2,1488.3,1357.9,1764.5,1912.8,588.3,2533.1,3215.4,3895.8,1105.5,2721.3,2650.3,425.5,951.7,1158.4,623.2,816.1,3880.4,3919.4,362.9,8515.5,5093.4,1579.9,1614.9,5635.6,458.7,1830.3,399,2629.9,10387.5,1194.1,293.7,3653.8,2867.5,716.5,2735.6,283.7
5/1/09,1917.3,323.2,2451.8,1171,14545.4,2249.5,1643.1,422.2,697.3,7287.4,3930.3,33.1,5.1,5698.5,2814.7,1497.8,1361,1769.5,1915,601.7,2548.4,3231.5,3911.3,1105.5,2728.6,2680.4,431.5,959.7,1155.7,632.6,817,3919.8,3934.8,370.8,8578.3,5118.6,1579.8,1619.7,5661.4,465.2,1834.7,409.3,2630.2,10395.5,1189.6,297.7,3669.6,2880.8,720.3,2765,291.1
6/1/09,1912.5,338.3,2391.6,1164.2,14515.6,2257.5,1641.5,421.6,698.1,7154.9,3898.2,33.1,5.2,5692.5,2772.6,1493.5,1350.9,1765.4,1900.1,607.7,2553.8,3239,3883.1,1098.1,2721.9,2687.6,438.4,957.5,1147.5,635.1,811.7,3954.1,3907.6,371.8,8587.3,5091.7,1568.3,1623.1,5642.5,465.4,1825.7,412.9,2599.3,10370.4,1190.4,297.2,3687,2880.9,719.4,2775.3,294.6
7/1/09,1890.8,343.8,2363.4,1151.3,14223.3,2236.5,1610.3,416.8,718.1,7065.7,3858.9,33.4,5.2,5625.9,2718,1460.5,1319.7,1748.5,1884,605.8,2526.8,3206.6,3793.9,1080.6,2663.2,2647.2,435.4,948.3,1133.5,623.8,803.4,3883.3,3816.7,361.8,8542,5036.2,1550.4,1600.5,5568.9,456.1,1802.6,408.8,2582.6,10230.8,1168.5,290.1,3658.6,2858.2,709.7,2738.5,289.7
8/1/09,1888,342.6,2387.5,1154.8,14202.2,2234.3,1603,415.6,706.7,7132.6,3870.3,33.3,5.2,5614.3,2761.6,1461.5,1314.9,1754,1888.8,605.6,2521.2,3191.3,3818.7,1088.8,2671.7,2643.9,435.6,946.7,1128.2,624.1,807.8,3862.3,3877.5,362.3,8493.8,5033.8,1550.7,1594.8,5550.2,456.1,1803.9,409,2599.7,10225.4,1174.5,290.8,3647.9,2836.7,711.2,2732.3,288.9
9/1/09,1891.3,334.1,2400.7,1164.4,14220.7,2231,1624.3,415.1,694.2,7127.8,3860.2,33.2,5.3,5637.8,2804.5,1479.3,1334.9,1758.4,1893.9,605.4,2520.6,3213.1,3876.6,1095.7,2694.7,2635.8,433.6,948.6,1135.7,629.8,812.6,3867.8,3900.8,372.2,8488.7,5053.5,1557.6,1605.4,5598.9,461.7,1801.1,406.2,2609.9,10247.5,1187.3,297.6,3632.3,2850.7,713.8,2731.9,291.2
10/1/09,1888.3,317.9,2407.3,1161.5,14352.3,2230.2,1628.9,416.5,703.9,7152.8,3868.9,33.8,5.3,5647.3,2812.6,1487.2,1340.4,1762.7,1897.4,603.8,2529.4,3228.5,3896.3,1091.2,2694.4,2662.6,431.9,952,1135.5,630.4,811.3,3872.9,3887.9,374.1,8568.8,5066.4,1558.1,1614.5,5646.9,462.8,1800.6,404.2,2616.1,10291.3,1187.8,301.6,3643.1,2860.4,715.7,2744.2,285.7
11/1/09,1896.3,310.4,2421.5,1163,14374.1,2226.1,1633.9,416,706.9,7206.8,3881.2,34.1,5.1,5649.2,2812.9,1486.8,1343.2,1770.2,1904.5,598.5,2530.8,3222.3,3886.7,1094,2691.4,2654.6,428.7,952,1134.8,627.4,808.7,3885.2,3891.2,372.7,8590.7,5063.1,1559.7,1610.2,5651.4,462.1,1802.7,402.9,2629,10319,1187.8,298.4,3652.1,2849.6,717.3,2739.7,281.2
12/1/09,1896.7,307.3,2422,1162.5,14383,2233.4,1636.4,414.8,705.7,7226.2,3872,34.2,5.8,5628.7,2804.3,1477,1339.1,1768.1,1898.5,595.7,2530,3224.8,3869.3,1089.7,2685.6,2643.6,426.8,945.8,1134.1,630.6,808.3,3893.8,3880.4,371.9,8608,5050.4,1557.7,1603.5,5633.6,460.1,1795.7,399.8,2621.7,10331.8,1189.8,302.4,3650.4,2832.2,718,2731.9,280.4
1/1/10,1858.3,303,2366.2,1136,14048.8,2173.6,1568.7,399.9,698.3,7096.4,3794.6,33.9,5.9,5461.9,2722,1432.3,1301.9,1715.7,1858.6,572,2450.8,3145.9,3752.2,1072.3,2604.2,2567,413.3,921.5,1104.4,608.6,789.3,3765,3790.1,360.1,8324,4904.9,1521.4,1562.6,5473.1,443.6,1760,388.2,2556.9,10156.8,1159.6,293.7,3560.4,2777.4,694.2,2646.3,272.7
2/1/10,1864.4,307,2385,1137.6,14089.6,2187.2,1576.8,397.2,695.6,7148.2,3807.2,33.9,5.3,5484.2,2729.8,1437.3,1305.3,1709.1,1867.1,572.9,2429.2,3148.6,3768.7,1077.9,2616.3,2568.7,413.9,924.9,1105.8,611.4,795.9,3757.3,3795.4,362.5,8372.6,4910.5,1528.4,1570.6,5483.8,445.7,1771.1,389.2,2562.3,10210,1159.7,296.2,3545.3,2784.9,696.1,2651,273.8
3/1/10,1879.8,309.4,2396.6,1154,14158.1,2199.9,1582.6,404,703.5,7195.5,3827.3,34.5,5.1,5517.2,2761.6,1449.8,1316.1,1733.2,1884.3,574.8,2487.2,3161,3781.2,1087.8,2646.5,2578.2,418.5,930.9,1108.8,614.5,801,3787.6,3831,365.9,8428.2,4944.9,1544,1578.9,5541.4,449,1789.5,392,2584.9,10299.8,1168.8,295.2,3587.9,2802.1,708.3,2665.4,275.9
4/1/10,1891.4,315.5,2407.1,1162.9,14290,2210.6,1607.8,411.6,713.7,7215.2,3859.2,34.6,5,5595.8,2805.3,1477.1,1334.8,1760.2,1893.3,583.8,2524.5,3214.4,3839,1098,2680.2,2626.4,423.7,944.5,1120.9,618.6,807,3838.5,3864.7,374,8542.1,5022.8,1556.9,1596.7,5622.7,455.9,1816.5,399.6,2614.8,10347.8,1182.1,295.6,3642.7,2827.6,715.2,2710.9,278.5
5/1/10,1907.1,325.7,2413.8,1175.2,14382.9,2224.4,1625.9,417.2,715.5,7239.1,3891,36.6,5,5654.9,2833.1,1488.8,1347,1775.5,1901.3,599.1,2548.5,3250.1,3896.1,1104.7,2698.4,2660.5,432.4,954.5,1128.3,628.7,810.6,3883.5,3905.4,379.1,8625.7,5080.6,1569.4,1611.4,5677.9,463.4,1837.4,407.3,2637.8,10437.4,1183.9,297.5,3673.1,2853.8,732,2743.2,286.4
6/1/10,1907.8,343.6,2351.7,1177.6,14395.8,2240,1625.9,420,715.5,7117.5,3866.8,35.3,5.1,5661.5,2803.7,1486.3,1342.8,1776.3,1899.1,604.4,2555.8,3253.4,3908.1,1100.7,2688.9,2679.8,437.3,956.7,1124.3,632,808.2,3926.8,3884.7,379.9,8628,5076.9,1564.2,1621.1,5673.5,463.6,1832.4,413,2613.1,10441.9,1187.2,297.5,3691.7,2859.9,721.1,2762,292.9
7/1/10,1888.2,349.6,2326.7,1159,14187.2,2230.2,1609,420.2,732.2,7060.4,3852.5,35.2,5.1,5595.1,2775.1,1457.5,1318.5,1755.5,1876.5,604.8,2536.3,3237.7,3846.1,1083.5,2638.5,2645.9,436.8,946.9,1116.7,624.2,801.1,3855.5,3808.3,371.2,8526,5043.7,1549.9,1597.5,5605.7,459.3,1816.6,409,2600.4,10324.2,1171.9,294,3677.9,2847.7,716.8,2740.6,289.1
8/1/10,1886.9,347.8,2357.2,1164.3,14209.5,2233.2,1604.7,419.1,707.7,7145.2,3868.5,34.8,5.1,5622.2,2806.5,1455.7,1319.1,1761,1879.7,604.4,2532.1,3222.6,3851.5,1089.5,2666.1,2650.6,437.3,947.9,1114,624.1,802.6,3830.7,3875.2,372.9,8487.5,5047.3,1550.7,1598.2,5601.3,460.1,1821.1,411.6,2619.3,10352.4,1179,294.2,3664.6,2829.2,717.7,2744.6,290.7
9/1/10,1891.7,341.4,2373.9,1172.2,14266.2,2227.6,1624.5,419.3,711.1,7135.9,3859,34.5,5.2,5651,2829.1,1474.3,1332.9,1772,1889.3,604.4,2535.5,3240.2,3913.8,1098.4,2683.3,2653,435.6,948.3,1116,629.5,803.8,3832,3890.9,382.9,8533.1,5069.2,1558.1,1607,5650.9,464,1817.8,407.8,2635.3,10393,1193,299.7,3654.2,2849.5,722.9,2747,293.3
10/1/10,1897.7,324.8,2402.2,1171.2,14413.3,2235.1,1635.9,418.1,717.4,7199.5,3892.6,34.6,5.1,5686.5,2841.8,1490.6,1348,1781.1,1899.1,603.9,2549.4,3267.2,3941.7,1100,2691.4,2682,433.1,955.5,1124.1,630.7,807.8,3851.3,3919.4,388.3,8662,5106.7,1571.9,1628.8,5703.7,463.9,1822,408.6,2645.4,10476.7,1198.4,305.3,3677.6,2872.4,726,2767.6,290.6
11/1/10,1904.3,317.5,2423.1,1172.3,14464.1,2237.4,1641.2,419,718.5,7260.2,3905.6,35,5.2,5697.8,2840.9,1493.8,1345.8,1787.8,1904.1,598.8,2553.1,3264.4,3942.5,1099.5,2690,2678.2,428.3,954.8,1126,629.2,806.4,3863.9,3929.2,387.6,8696.9,5116.3,1575.9,1626.6,5722.3,464.6,1826.1,407.1,2657.1,10519.5,1201.3,301.5,3690.5,2870.4,727.9,2768.3,284.3
12/1/10,1903.6,314.1,2430,1172.8,14494.5,2253.6,1644.6,420.1,717.5,7289.2,3896.7,35,5.8,5687.2,2833.5,1487.8,1345.6,1792.4,1905.9,596.3,2557.5,3264.3,3922.7,1098.1,2685,2664.5,427.4,953.7,1124.6,633.3,807.3,3869.9,3918.9,387.5,8707.2,5106.9,1580.3,1620.8,5712.1,462.3,1825.2,405.2,2655.2,10548,1204.5,305.6,3689.7,2859.1,724.1,2753.2,284.6
1/1/11,1858.7,308.6,2379.2,1148.3,14197.7,2201.8,1591.7,406.7,713.8,7175.7,3804.5,34.8,5.9,5526.1,2765.2,1443.8,1315.5,1739.1,1875.3,572.3,2478.2,3166.6,3832,1078.2,2614.6,2603.7,413.7,928.5,1106.8,612.8,788,3743.7,3824.6,377.5,8462.2,4959.5,1541.6,1583.4,5555.3,444.5,1779.2,393,2587.6,10362.3,1177.1,297,3611.5,2807.6,702.7,2676.8,276.2
2/1/11,1873.6,314.2,2402.4,1148.2,14280.5,2212.1,1603,407.8,716.9,7227.1,3855.6,34.7,5.3,5546.3,2776.4,1449.9,1317,1744.3,1889.6,574.2,2495.1,3179.3,3847,1084.1,2620.1,2609.9,415.8,931.8,1109.6,615.8,795.9,3753.8,3859.7,379.2,8525.3,4981.1,1541.7,1596.2,5587.4,447.9,1798.9,394.3,2609.2,10421.6,1182,299.8,3629.6,2820.2,707.1,2683.6,277.8
3/1/11,1886.2,316.4,2414.8,1162,14339.8,2227.7,1605.6,412,721.5,7274,3876.9,34.8,5.2,5590.7,2808.5,1460.9,1326.7,1762.2,1901.2,575.4,2522.9,3194,3874.4,1094.3,2654.5,2619.2,419.8,939.1,1114.8,617.8,800.1,3783.1,3889.5,382.7,8570.3,5015.1,1564.9,1603.1,5631.2,451,1819.5,396.8,2632.2,10518.7,1190.6,298.5,3656.3,2832.3,715.3,2699.6,280.1
